"epsilon","bools","stable","falsePos","A","B","stableA","controlableA","stabEig","unStabEig","eig",
1.5,100,99,1,"[-0.133261865322816 -0.516426412825563 -0.831259057909702;-0.720482481801485 0.300918644956125 0.944178323425683;0.503859015950167 0.714748121668933 -0.937080128881768]","[0.670809100889717 0.0917724177816597;0.671426696341721 0.886339679310957;-0.900284997308814 -0.357053860260022]",1,1,3,0,-0.86222-0.27953i        -0.86222+0.27953i               0.95501+0i,
2,100,96,4,"[-0.133261865322816 -0.516426412825563 -0.831259057909702;-0.720482481801485 0.300918644956125 0.944178323425683;0.503859015950167 0.714748121668933 -0.937080128881768]","[0.670809100889717 0.0917724177816597;0.671426696341721 0.886339679310957;-0.900284997308814 -0.357053860260022]",1,1,3,0,-0.86222-0.27953i        -0.86222+0.27953i               0.95501+0i,
2.2,100,99,1,"[-0.133261865322816 -0.516426412825563 -0.831259057909702;-0.720482481801485 0.300918644956125 0.944178323425683;0.503859015950167 0.714748121668933 -0.937080128881768]","[0.670809100889717 0.0917724177816597;0.671426696341721 0.886339679310957;-0.900284997308814 -0.357053860260022]",1,1,3,0,-0.86222-0.27953i        -0.86222+0.27953i               0.95501+0i,
2.4,100,97,3,"[-0.133261865322816 -0.516426412825563 -0.831259057909702;-0.720482481801485 0.300918644956125 0.944178323425683;0.503859015950167 0.714748121668933 -0.937080128881768]","[0.670809100889717 0.0917724177816597;0.671426696341721 0.886339679310957;-0.900284997308814 -0.357053860260022]",1,1,3,0,-0.86222-0.27953i        -0.86222+0.27953i               0.95501+0i,
2.6,100,96,4,"[-0.133261865322816 -0.516426412825563 -0.831259057909702;-0.720482481801485 0.300918644956125 0.944178323425683;0.503859015950167 0.714748121668933 -0.937080128881768]","[0.670809100889717 0.0917724177816597;0.671426696341721 0.886339679310957;-0.900284997308814 -0.357053860260022]",1,1,3,0,-0.86222-0.27953i        -0.86222+0.27953i               0.95501+0i,
0.5,100,76,24,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
1,100,37,63,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
1.5,100,24,76,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
2,100,18,82,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
2.2,100,8,92,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
2.4,100,16,84,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
2.6,100,4,96,"[0.612933607586667 0.598370070088631 0.306913647959929;0.202797510505618 -0.900870468843578 -0.0206893093430578;0.579240930246077 -0.433602732318109 0.945704474021606]","[0.496979819954164 -0.487780437876324;0.135682299477615 0.773127588823094;-0.402071673085606 -0.106398274434399]",0,1,2,1,1.236     0.41899    -0.99725,
0.5,100,42,58,"[0.631974506592415 -0.94474198367765 0.048212019234726;-0.803325396510725 0.798312868512729 -0.75960097470573;0.719186906950545 0.799871001052351 -0.644411816355442]","[0.412215189017229 0.515677420771865;0.662719512774099 0.914224356002328;-0.930332358864542 -0.314258970006305]",0,1,2,1,1.5745+0i        -0.39432-0.69501i        -0.39432+0.69501i,
1,100,29,71,"[0.631974506592415 -0.94474198367765 0.048212019234726;-0.803325396510725 0.798312868512729 -0.75960097470573;0.719186906950545 0.799871001052351 -0.644411816355442]","[0.412215189017229 0.515677420771865;0.662719512774099 0.914224356002328;-0.930332358864542 -0.314258970006305]",0,1,2,1,1.5745+0i        -0.39432-0.69501i        -0.39432+0.69501i,
1.5,100,24,76,"[0.631974506592415 -0.94474198367765 0.048212019234726;-0.803325396510725 0.798312868512729 -0.75960097470573;0.719186906950545 0.799871001052351 -0.644411816355442]","[0.412215189017229 0.515677420771865;0.662719512774099 0.914224356002328;-0.930332358864542 -0.314258970006305]",0,1,2,1,1.5745+0i        -0.39432-0.69501i        -0.39432+0.69501i,
2,100,20,80,"[0.631974506592415 -0.94474198367765 0.048212019234726;-0.803325396510725 0.798312868512729 -0.75960097470573;0.719186906950545 0.799871001052351 -0.644411816355442]","[0.412215189017229 0.515677420771865;0.662719512774099 0.914224356002328;-0.930332358864542 -0.314258970006305]",0,1,2,1,1.5745+0i        -0.39432-0.69501i        -0.39432+0.69501i,
2.2,100,17,83,"[0.631974506592415 -0.94474198367765 0.048212019234726;-0.803325396510725 0.798312868512729 -0.75960097470573;0.719186906950545 0.799871001052351 -0.644411816355442]","[0.412215189017229 0.515677420771865;0.662719512774099 0.914224356002328;-0.930332358864542 -0.314258970006305]",0,1,2,1,1.5745+0i        -0.39432-0.69501i        -0.39432+0.69501i,
